State Name,county Name,State Code,County Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
California,Sacramento,6,67,5/7/2017,42,Good,PM2.5,06-067-0006,8
California,Sacramento,6,67,5/8/2017,58,Moderate,Ozone,06-067-5003,8
California,Sacramento,6,67,5/9/2017,90,Moderate,Ozone,06-067-0012,8
California,Sacramento,6,67,5/10/2017,51,Moderate,PM2.5,06-067-0006,8
California,Sacramento,6,67,5/11/2017,34,Good,Ozone,06-067-5003,8
California,Sacramento,6,67,5/12/2017,42,Good,Ozone,06-067-0002,8
California,Sacramento,6,67,5/13/2017,44,Good,Ozone,06-067-0002,9
California,Sacramento,6,67,5/14/2017,41,Good,Ozone,06-067-0002,8
California,Sacramento,6,67,5/15/2017,41,Good,Ozone,06-067-0012,8
California,Sacramento,6,67,5/16/2017,36,Good,Ozone,06-067-0012,8
California,Sacramento,6,67,5/17/2017,42,Good,Ozone,06-067-0002,8
California,Sacramento,6,67,5/18/2017,39,Good,Ozone,06-067-0011,8
California,Sacramento,6,67,5/19/2017,77,Moderate,Ozone,06-067-5003,9
California,Sacramento,6,67,5/20/2017,67,Moderate,Ozone,06-067-0012,8
California,Sacramento,6,67,5/21/2017,67,Moderate,Ozone,06-067-0011,8
California,Sacramento,6,67,5/22/2017,105,Unhealthy for Sensitive Groups,Ozone,06-067-5003,8
California,Sacramento,6,67,5/23/2017,129,Unhealthy for Sensitive Groups,Ozone,06-067-0002,7
California,Sacramento,6,67,5/24/2017,48,Good,Ozone,06-067-0012,8
California,Sacramento,6,67,5/25/2017,44,Good,Ozone,06-067-5003,9
California,Sacramento,6,67,5/26/2017,44,Good,Ozone,06-067-0002,8
California,Sacramento,6,67,5/27/2017,48,Good,Ozone,06-067-0002,8
California,Sacramento,6,67,5/28/2017,67,Moderate,Ozone,06-067-0012,8
California,Sacramento,6,67,5/29/2017,46,Good,Ozone,06-067-0002,8
California,Sacramento,6,67,5/30/2017,37,Good,Ozone,06-067-0002,8
California,Sacramento,6,67,5/31/2017,41,Good,Ozone,06-067-0012,9
California,Sacramento,6,67,6/1/2017,46,Good,Ozone,06-067-0012,8
California,Sacramento,6,67,6/2/2017,58,Moderate,Ozone,06-067-5003,7
California,Sacramento,6,67,6/3/2017,61,Moderate,Ozone,06-067-0012,7
California,Sacramento,6,67,6/4/2017,50,Good,Ozone,06-067-0002,7
California,Sacramento,6,67,6/5/2017,80,Moderate,Ozone,06-067-5003,7
California,Sacramento,6,67,6/6/2017,77,Moderate,Ozone,06-067-0012,8
California,Sacramento,6,67,6/7/2017,45,Good,PM2.5,06-067-0006,6
California,Sacramento,6,67,6/8/2017,38,Good,Ozone,06-067-0010,7
California,Sacramento,6,67,6/9/2017,36,Good,Ozone,06-067-5003,7
California,Sacramento,6,67,6/10/2017,38,Good,Ozone,06-067-0012,7
California,Sacramento,6,67,6/11/2017,34,Good,Ozone,06-067-0012,7
California,Sacramento,6,67,6/12/2017,38,Good,Ozone,06-067-0006,8
California,Sacramento,6,67,6/13/2017,46,Good,Ozone,06-067-0011,7
California,Sacramento,6,67,6/14/2017,50,Good,Ozone,06-067-5003,7
California,Sacramento,6,67,6/15/2017,46,Good,Ozone,06-067-0012,7
California,Sacramento,6,67,6/16/2017,38,Good,Ozone,06-067-0011,7
California,Sacramento,6,67,6/17/2017,34,Good,Ozone,06-067-0011,7
California,Sacramento,6,67,6/18/2017,67,Moderate,Ozone,06-067-0011,8
California,Sacramento,6,67,6/19/2017,112,Unhealthy for Sensitive Groups,Ozone,06-067-0002,6
California,Sacramento,6,67,6/20/2017,164,Unhealthy,Ozone,06-067-0002,6
California,Sacramento,6,67,6/21/2017,100,Moderate,Ozone,06-067-5003,6
California,Sacramento,6,67,6/22/2017,108,Unhealthy for Sensitive Groups,Ozone,06-067-0012,6
California,Sacramento,6,67,6/23/2017,126,Unhealthy for Sensitive Groups,Ozone,06-067-0002,6
California,Sacramento,6,67,6/24/2017,80,Moderate,Ozone,06-067-0002,8
California,Sacramento,6,67,6/25/2017,39,Good,Ozone,06-067-0002,7
California,Sacramento,6,67,6/26/2017,37,Good,Ozone,06-067-0012,7
California,Sacramento,6,67,6/27/2017,45,Good,Ozone,06-067-0012,7
California,Sacramento,6,67,6/28/2017,54,Moderate,Ozone,06-067-0012,7
California,Sacramento,6,67,6/29/2017,87,Moderate,Ozone,06-067-0012,7
California,Sacramento,6,67,6/30/2017,64,Moderate,Ozone,06-067-0012,8
California,Sacramento,6,67,7/1/2017,90,Moderate,Ozone,06-067-0002,7
California,Sacramento,6,67,7/2/2017,67,Moderate,Ozone,06-067-0002,7
California,Sacramento,6,67,7/3/2017,77,Moderate,Ozone,06-067-0012,7
California,Sacramento,6,67,7/4/2017,104,Unhealthy for Sensitive Groups,PM2.5,06-067-0012,7
California,Sacramento,6,67,7/5/2017,44,Good,Ozone,06-067-0002,6
California,Sacramento,6,67,7/6/2017,87,Moderate,Ozone,06-067-5003,7
California,Sacramento,6,67,7/7/2017,58,Moderate,Ozone,06-067-0012,6
California,Sacramento,6,67,7/8/2017,101,Unhealthy for Sensitive Groups,Ozone,06-067-0012,6
California,Sacramento,6,67,7/9/2017,87,Moderate,Ozone,06-067-0012,7
California,Sacramento,6,67,7/10/2017,80,Moderate,Ozone,06-067-0002,6
California,Sacramento,6,67,7/11/2017,58,Moderate,Ozone,06-067-0012,6
California,Sacramento,6,67,7/12/2017,64,Moderate,Ozone,06-067-0012,8
California,Sacramento,6,67,7/13/2017,61,Moderate,Ozone,06-067-0012,6
California,Sacramento,6,67,7/14/2017,90,Moderate,Ozone,06-067-0012,6
California,Sacramento,6,67,7/15/2017,87,Moderate,Ozone,06-067-0012,7
California,Sacramento,6,67,7/16/2017,52,Moderate,PM2.5,06-067-5003,6
California,Sacramento,6,67,7/17/2017,80,Moderate,Ozone,06-067-0002,6
California,Sacramento,6,67,7/18/2017,54,Moderate,PM2.5,06-067-5003,8
California,Sacramento,6,67,7/19/2017,129,Unhealthy for Sensitive Groups,Ozone,06-067-0012,6
California,Sacramento,6,67,7/20/2017,74,Moderate,Ozone,06-067-0012,7
California,Sacramento,6,67,7/21/2017,84,Moderate,Ozone,06-067-0012,7
California,Sacramento,6,67,7/22/2017,90,Moderate,Ozone,06-067-0012,6
California,Sacramento,6,67,7/23/2017,97,Moderate,Ozone,06-067-0012,6
California,Sacramento,6,67,7/24/2017,84,Moderate,Ozone,06-067-0012,8
California,Sacramento,6,67,7/25/2017,97,Moderate,Ozone,06-067-0012,6
California,Sacramento,6,67,7/26/2017,97,Moderate,Ozone,06-067-0012,6
California,Sacramento,6,67,7/27/2017,90,Moderate,Ozone,06-067-5003,7
California,Sacramento,6,67,7/28/2017,77,Moderate,Ozone,06-067-0012,6
California,Sacramento,6,67,7/29/2017,61,Moderate,Ozone,06-067-0012,6
California,Sacramento,6,67,7/30/2017,90,Moderate,Ozone,06-067-0012,8
California,Sacramento,6,67,7/31/2017,101,Unhealthy for Sensitive Groups,Ozone,06-067-0012,7
California,Sacramento,6,67,8/1/2017,151,Unhealthy,Ozone,06-067-0012,6
California,Sacramento,6,67,8/2/2017,100,Moderate,Ozone,06-067-0012,7
California,Sacramento,6,67,8/3/2017,100,Moderate,Ozone,06-067-0002,6
California,Sacramento,6,67,8/4/2017,77,Moderate,Ozone,06-067-0012,6
California,Sacramento,6,67,8/5/2017,58,Moderate,Ozone,06-067-0002,8
California,Sacramento,6,67,8/6/2017,56,Moderate,PM2.5,06-067-5003,6
California,Sacramento,6,67,8/7/2017,67,Moderate,PM2.5,06-067-5003,7
California,Sacramento,6,67,8/8/2017,90,Moderate,Ozone,06-067-0012,7
California,Sacramento,6,67,8/9/2017,58,Moderate,PM2.5,06-067-5003,7
California,Sacramento,6,67,8/10/2017,87,Moderate,Ozone,06-067-0012,7
California,Sacramento,6,67,8/11/2017,115,Unhealthy for Sensitive Groups,Ozone,06-067-0012,8
California,Sacramento,6,67,8/12/2017,67,Moderate,PM2.5,06-067-0006,5
California,Sacramento,6,67,8/13/2017,50,Good,PM2.5,06-067-0006,6
California,Sacramento,6,67,8/14/2017,51,Moderate,PM2.5,06-067-0010,6
California,Sacramento,6,67,8/15/2017,59,Moderate,PM2.5,06-067-0006,6
California,Sacramento,6,67,8/16/2017,65,Moderate,PM2.5,06-067-0006,6
California,Sacramento,6,67,8/17/2017,93,Moderate,Ozone,06-067-0012,8
California,Sacramento,6,67,8/18/2017,100,Moderate,Ozone,06-067-0002,6
California,Sacramento,6,67,8/19/2017,63,Moderate,PM2.5,06-067-0006,7
California,Sacramento,6,67,8/20/2017,74,Moderate,PM2.5,06-067-0006,7
California,Sacramento,6,67,8/21/2017,58,Moderate,PM2.5,06-067-0006,7
California,Sacramento,6,67,8/22/2017,112,Unhealthy for Sensitive Groups,Ozone,06-067-0012,7
California,Sacramento,6,67,8/23/2017,97,Moderate,Ozone,06-067-0012,8
California,Sacramento,6,67,8/24/2017,74,Moderate,PM2.5,06-067-0006,6
California,Sacramento,6,67,8/25/2017,119,Unhealthy for Sensitive Groups,Ozone,06-067-0012,6
California,Sacramento,6,67,8/26/2017,90,Moderate,Ozone,06-067-0011,7
California,Sacramento,6,67,8/27/2017,67,Moderate,Ozone,06-067-0012,6
California,Sacramento,6,67,8/28/2017,108,Unhealthy for Sensitive Groups,Ozone,06-067-0012,6
California,Sacramento,6,67,8/29/2017,74,Moderate,Ozone,06-067-0012,8
California,Sacramento,6,67,8/30/2017,67,Moderate,Ozone,06-067-0012,6
California,Sacramento,6,67,8/31/2017,112,Unhealthy for Sensitive Groups,Ozone,06-067-0011,6
California,Sacramento,6,67,9/1/2017,129,Unhealthy for Sensitive Groups,PM2.5,06-067-0015,7
California,Sacramento,6,67,9/2/2017,150,Unhealthy for Sensitive Groups,Ozone,06-067-0011,6
California,Sacramento,6,67,9/3/2017,147,Unhealthy for Sensitive Groups,Ozone,06-067-0012,6
California,Sacramento,6,67,9/4/2017,110,Unhealthy for Sensitive Groups,PM2.5,06-067-0006,8
California,Sacramento,6,67,9/5/2017,66,Moderate,PM2.5,06-067-0006,6
California,Sacramento,6,67,9/6/2017,59,Moderate,PM2.5,06-067-0006,6
California,Sacramento,6,67,9/7/2017,59,Moderate,PM2.5,06-067-0006,7
California,Sacramento,6,67,9/8/2017,71,Moderate,Ozone,06-067-0012,6
California,Sacramento,6,67,9/9/2017,67,Moderate,Ozone,06-067-0010,6
California,Sacramento,6,67,9/10/2017,71,Moderate,Ozone,06-067-0012,8
California,Sacramento,6,67,9/11/2017,71,Moderate,Ozone,06-067-0002,6
California,Sacramento,6,67,9/12/2017,84,Moderate,Ozone,06-067-0002,6
California,Sacramento,6,67,9/13/2017,38,Good,Ozone,06-067-0012,7
California,Sacramento,6,67,9/14/2017,49,Good,PM2.5,06-067-0006,6
California,Sacramento,6,67,9/15/2017,55,Moderate,PM2.5,06-067-0006,6
California,Sacramento,6,67,9/16/2017,75,Moderate,PM2.5,06-067-0006,8
California,Sacramento,6,67,9/17/2017,80,Moderate,PM2.5,06-067-0006,6
California,Sacramento,6,67,9/18/2017,40,Good,PM2.5,06-067-0006,6
California,Sacramento,6,67,9/19/2017,48,Good,PM2.5,06-067-0006,7
California,Sacramento,6,67,9/20/2017,49,Good,PM2.5,06-067-5003,6
California,Sacramento,6,67,9/21/2017,35,Good,Ozone,06-067-5003,6
California,Sacramento,6,67,9/22/2017,49,Good,PM2.5,06-067-0006,8
California,Sacramento,6,67,9/23/2017,36,Good,Ozone,06-067-0012,6
California,Sacramento,6,67,9/24/2017,43,Good,PM2.5,06-067-0006,6
California,Sacramento,6,67,9/25/2017,44,Good,Ozone,06-067-0012,7
California,Sacramento,6,67,9/26/2017,43,Good,Ozone,06-067-5003,6
California,Sacramento,6,67,9/27/2017,93,Moderate,Ozone,06-067-0011,6
California,Sacramento,6,67,9/28/2017,87,Moderate,Ozone,06-067-0012,8
California,Sacramento,6,67,9/29/2017,50,Good,Ozone,06-067-0012,6
California,Sacramento,6,67,9/30/2017,46,Good,Ozone,06-067-0012,6
California,Sacramento,6,67,10/1/2017,66,Moderate,PM10,06-067-0010,7
California,Sacramento,6,67,10/2/2017,47,Good,PM10,06-067-0010,6
California,Sacramento,6,67,10/3/2017,39,Good,Ozone,06-067-5003,6
California,Sacramento,6,67,10/4/2017,41,Good,Ozone,06-067-0012,8
California,Sacramento,6,67,10/5/2017,52,Moderate,PM2.5,06-067-0006,6
California,Sacramento,6,67,10/6/2017,74,Moderate,Ozone,06-067-5003,6
California,Sacramento,6,67,10/7/2017,87,Moderate,Ozone,06-067-5003,7
California,Sacramento,6,67,10/8/2017,98,Moderate,PM10,06-067-0010,6
California,Sacramento,6,67,10/9/2017,66,Moderate,PM2.5,06-067-0006,6
California,Sacramento,6,67,10/10/2017,79,Moderate,PM2.5,06-067-0010,8
California,Sacramento,6,67,10/11/2017,97,Moderate,PM2.5,06-067-0010,6
California,Sacramento,6,67,10/12/2017,44,Good,PM10,06-067-0010,6
California,Sacramento,6,67,10/13/2017,63,Moderate,PM2.5,06-067-0012,7
California,Sacramento,6,67,10/14/2017,64,Moderate,PM10,06-067-0010,6
California,Sacramento,6,67,10/15/2017,117,Unhealthy for Sensitive Groups,PM2.5,06-067-0006,6
California,Sacramento,6,67,10/16/2017,71,Moderate,PM2.5,06-067-0012,8
California,Sacramento,6,67,10/17/2017,74,Moderate,PM2.5,06-067-0006,6
California,Sacramento,6,67,10/18/2017,80,Moderate,Ozone,06-067-5003,6
California,Sacramento,6,67,10/19/2017,35,Good,PM2.5,06-067-5003,7
California,Sacramento,6,67,10/20/2017,38,Good,PM2.5,06-067-0010,7
California,Sacramento,6,67,10/21/2017,46,Good,PM2.5,06-067-0006,7
California,Sacramento,6,67,10/22/2017,42,Good,PM2.5,06-067-0006,8
California,Sacramento,6,67,10/23/2017,44,Good,Ozone,06-067-0012,7
California,Sacramento,6,67,10/24/2017,77,Moderate,Ozone,06-067-0012,7
California,Sacramento,6,67,10/25/2017,67,Moderate,Ozone,06-067-5003,7
California,Sacramento,6,67,10/26/2017,74,Moderate,Ozone,06-067-5003,7
California,Sacramento,6,67,10/27/2017,68,Moderate,PM2.5,06-067-0010,7
California,Sacramento,6,67,10/28/2017,97,Moderate,Ozone,06-067-5003,8
California,Sacramento,6,67,10/29/2017,51,Moderate,Ozone,06-067-0012,7
California,Sacramento,6,67,10/30/2017,35,Good,Ozone,06-067-0012,7
California,Sacramento,6,67,10/31/2017,38,Good,Ozone,06-067-5003,7
California,Sacramento,6,67,11/1/2017,54,Moderate,PM2.5,06-067-0006,7
California,Sacramento,6,67,11/2/2017,39,Good,PM2.5,06-067-0006,7
California,Sacramento,6,67,11/3/2017,63,Moderate,PM2.5,06-067-0006,8
California,Sacramento,6,67,11/4/2017,31,Good,Ozone,06-067-0010,7
California,Sacramento,6,67,11/5/2017,34,Good,Ozone,06-067-5003,7
California,Sacramento,6,67,11/6/2017,34,Good,Ozone,06-067-0012,7
California,Sacramento,6,67,11/7/2017,58,Moderate,PM2.5,06-067-0006,7
California,Sacramento,6,67,11/8/2017,64,Moderate,PM2.5,06-067-0006,7
California,Sacramento,6,67,11/9/2017,29,Good,Ozone,06-067-5003,8
California,Sacramento,6,67,11/10/2017,31,Good,Ozone,06-067-5003,7
California,Sacramento,6,67,11/11/2017,47,Good,PM2.5,06-067-0006,7
California,Sacramento,6,67,11/12/2017,57,Moderate,PM2.5,06-067-0006,7
California,Sacramento,6,67,11/13/2017,42,Good,PM2.5,06-067-0006,7
California,Sacramento,6,67,11/14/2017,33,Good,NO2,06-067-0015,7
California,Sacramento,6,67,11/15/2017,46,Good,PM2.5,06-067-0012,8
California,Sacramento,6,67,11/16/2017,32,Good,Ozone,06-067-5003,7
California,Sacramento,6,67,11/17/2017,32,Good,Ozone,06-067-0012,7
California,Sacramento,6,67,11/18/2017,58,Moderate,PM2.5,06-067-0006,7
California,Sacramento,6,67,11/19/2017,100,Moderate,PM2.5,06-067-0006,7
California,Sacramento,6,67,11/20/2017,65,Moderate,PM2.5,06-067-0010,7
California,Sacramento,6,67,11/21/2017,59,Moderate,PM2.5,06-067-0006,8
California,Sacramento,6,67,11/22/2017,58,Moderate,PM2.5,06-067-0006,7
California,Sacramento,6,67,11/23/2017,77,Moderate,PM2.5,06-067-0006,7
California,Sacramento,6,67,11/24/2017,62,Moderate,PM2.5,06-067-0006,7
California,Sacramento,6,67,11/25/2017,82,Moderate,PM2.5,06-067-0006,7
California,Sacramento,6,67,11/26/2017,98,Moderate,PM2.5,06-067-0006,7
California,Sacramento,6,67,11/27/2017,37,Good,Ozone,06-067-0012,8
California,Sacramento,6,67,11/28/2017,46,Good,PM2.5,06-067-0006,7
California,Sacramento,6,67,11/29/2017,62,Moderate,PM2.5,06-067-0006,7
California,Sacramento,6,67,11/30/2017,95,Moderate,PM2.5,06-067-0006,6
California,Sacramento,6,67,12/1/2017,91,Moderate,PM2.5,06-067-0006,6
California,Sacramento,6,67,12/2/2017,119,Unhealthy for Sensitive Groups,PM2.5,06-067-0006,7
California,Sacramento,6,67,12/3/2017,51,Moderate,PM2.5,06-067-0006,8
California,Sacramento,6,67,12/4/2017,33,Good,Ozone,06-067-0012,7
California,Sacramento,6,67,12/5/2017,48,Good,PM2.5,06-067-0006,7
California,Sacramento,6,67,12/6/2017,94,Moderate,PM2.5,06-067-0006,6
California,Sacramento,6,67,12/7/2017,100,Moderate,PM2.5,06-067-0006,7
California,Sacramento,6,67,12/8/2017,94,Moderate,PM2.5,06-067-0006,6
California,Sacramento,6,67,12/9/2017,125,Unhealthy for Sensitive Groups,PM2.5,06-067-0006,8
California,Sacramento,6,67,12/10/2017,101,Unhealthy for Sensitive Groups,PM2.5,06-067-0010,7
California,Sacramento,6,67,12/11/2017,93,Moderate,PM2.5,06-067-0006,7
California,Sacramento,6,67,12/12/2017,81,Moderate,PM2.5,06-067-0006,7
California,Sacramento,6,67,12/13/2017,76,Moderate,PM2.5,06-067-0006,7
California,Sacramento,6,67,12/14/2017,105,Unhealthy for Sensitive Groups,PM2.5,06-067-0010,7
California,Sacramento,6,67,12/15/2017,115,Unhealthy for Sensitive Groups,PM2.5,06-067-0006,8
California,Sacramento,6,67,12/16/2017,39,Good,PM2.5,06-067-0012,7
California,Sacramento,6,67,12/17/2017,60,Moderate,PM2.5,06-067-0006,7
California,Sacramento,6,67,12/18/2017,85,Moderate,PM2.5,06-067-0006,7
California,Sacramento,6,67,12/19/2017,90,Moderate,PM2.5,06-067-0006,7
California,Sacramento,6,67,12/20/2017,36,Good,PM2.5,06-067-0006,7
California,Sacramento,6,67,12/21/2017,38,Good,PM2.5,06-067-0006,8
California,Sacramento,6,67,12/22/2017,85,Moderate,PM2.5,06-067-0006,7
California,Sacramento,6,67,12/23/2017,116,Unhealthy for Sensitive Groups,PM2.5,06-067-0006,7
California,Sacramento,6,67,12/24/2017,105,Unhealthy for Sensitive Groups,PM2.5,06-067-0006,7
California,Sacramento,6,67,12/25/2017,107,Unhealthy for Sensitive Groups,PM2.5,06-067-0006,7
California,Sacramento,6,67,12/26/2017,99,Moderate,PM2.5,06-067-0006,7
California,Sacramento,6,67,12/27/2017,106,Unhealthy for Sensitive Groups,PM2.5,06-067-0006,8
California,Sacramento,6,67,12/28/2017,92,Moderate,PM2.5,06-067-0006,7
California,Sacramento,6,67,12/29/2017,104,Unhealthy for Sensitive Groups,PM2.5,06-067-0006,7
California,Sacramento,6,67,12/30/2017,107,Unhealthy for Sensitive Groups,PM2.5,06-067-0006,7
California,Sacramento,6,67,12/31/2017,106,Unhealthy for Sensitive Groups,PM2.5,06-067-0006,7
California,San Joaquin,6,77,1/1/2017,54,Moderate,PM2.5,06-077-2010,3
California,San Joaquin,6,77,1/2/2017,38,Good,PM2.5,06-077-1002,3
California,San Joaquin,6,77,1/3/2017,52,Moderate,PM2.5,06-077-2010,3
California,San Joaquin,6,77,1/4/2017,27,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,1/5/2017,28,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,1/6/2017,52,Moderate,PM2.5,06-077-1002,3
California,San Joaquin,6,77,1/7/2017,54,Moderate,PM2.5,06-077-2010,3
California,San Joaquin,6,77,1/8/2017,28,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,1/9/2017,33,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,1/10/2017,40,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,1/11/2017,37,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,1/12/2017,34,Good,PM2.5,06-077-2010,3
California,San Joaquin,6,77,1/13/2017,30,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,1/14/2017,57,Moderate,PM2.5,06-077-1002,3
California,San Joaquin,6,77,1/15/2017,71,Moderate,PM2.5,06-077-2010,3
California,San Joaquin,6,77,1/16/2017,73,Moderate,PM2.5,06-077-2010,3
California,San Joaquin,6,77,1/17/2017,82,Moderate,PM2.5,06-077-2010,3
California,San Joaquin,6,77,1/18/2017,74,Moderate,PM2.5,06-077-2010,3
California,San Joaquin,6,77,1/19/2017,36,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,1/20/2017,40,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,1/21/2017,36,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,1/22/2017,36,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,1/23/2017,37,Good,NO2,06-077-1002,3
California,San Joaquin,6,77,1/24/2017,36,Good,PM2.5,06-077-1002,3
California,San Joaquin,6,77,1/25/2017,65,Moderate,PM2.5,06-077-2010,3
California,San Joaquin,6,77,1/26/2017,53,Moderate,PM2.5,06-077-1002,3
California,San Joaquin,6,77,1/27/2017,57,Moderate,PM2.5,06-077-1002,3
California,San Joaquin,6,77,1/28/2017,70,Moderate,PM2.5,06-077-2010,3
California,San Joaquin,6,77,1/29/2017,74,Moderate,PM2.5,06-077-1002,3
California,San Joaquin,6,77,1/30/2017,89,Moderate,PM2.5,06-077-2010,3
California,San Joaquin,6,77,1/31/2017,106,Unhealthy for Sensitive Groups,PM2.5,06-077-1002,3
California,San Joaquin,6,77,2/1/2017,137,Unhealthy for Sensitive Groups,PM2.5,06-077-2010,3
California,San Joaquin,6,77,2/2/2017,46,Good,PM2.5,06-077-3005,3
California,San Joaquin,6,77,2/3/2017,35,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,2/4/2017,33,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,2/5/2017,39,Good,PM2.5,06-077-1002,3
California,San Joaquin,6,77,2/6/2017,33,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,2/7/2017,31,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,2/8/2017,23,Good,PM2.5,06-077-2010,3
California,San Joaquin,6,77,2/9/2017,32,Good,PM2.5,06-077-1002,3
California,San Joaquin,6,77,2/10/2017,34,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,2/11/2017,31,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,2/12/2017,44,Good,PM2.5,06-077-1002,3
California,San Joaquin,6,77,2/13/2017,56,Moderate,PM2.5,06-077-1002,3
California,San Joaquin,6,77,2/14/2017,59,Moderate,PM2.5,06-077-2010,3
California,San Joaquin,6,77,2/15/2017,91,Moderate,PM2.5,06-077-1002,3
California,San Joaquin,6,77,2/16/2017,36,Good,PM2.5,06-077-2010,3
California,San Joaquin,6,77,2/17/2017,34,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,2/18/2017,41,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,2/19/2017,31,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,2/20/2017,42,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,2/21/2017,39,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,2/22/2017,38,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,2/23/2017,38,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,2/24/2017,40,Good,PM2.5,06-077-1002,3
California,San Joaquin,6,77,2/25/2017,42,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,2/26/2017,39,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,2/27/2017,40,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,2/28/2017,38,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,3/1/2017,41,Good,PM2.5,06-077-1002,3
California,San Joaquin,6,77,3/2/2017,56,Moderate,PM2.5,06-077-1002,3
California,San Joaquin,6,77,3/3/2017,61,Moderate,PM2.5,06-077-1002,3
California,San Joaquin,6,77,3/4/2017,41,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,3/5/2017,42,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,3/6/2017,37,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,3/7/2017,54,Moderate,PM2.5,06-077-1002,3
California,San Joaquin,6,77,3/8/2017,34,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,3/9/2017,42,Good,PM2.5,06-077-1002,3
California,San Joaquin,6,77,3/10/2017,44,Good,PM2.5,06-077-1002,3
California,San Joaquin,6,77,3/11/2017,44,Good,PM2.5,06-077-1002,3
California,San Joaquin,6,77,3/12/2017,35,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,3/13/2017,40,Good,PM2.5,06-077-1002,3
California,San Joaquin,6,77,3/14/2017,62,Moderate,PM2.5,06-077-2010,3
California,San Joaquin,6,77,3/15/2017,55,Moderate,PM2.5,06-077-1002,3
California,San Joaquin,6,77,3/16/2017,29,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,3/17/2017,45,Good,PM2.5,06-077-1002,3
California,San Joaquin,6,77,3/18/2017,51,Moderate,PM2.5,06-077-1002,3
California,San Joaquin,6,77,3/19/2017,31,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,3/20/2017,34,Good,PM2.5,06-077-2010,3
California,San Joaquin,6,77,3/21/2017,40,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,3/22/2017,42,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,3/23/2017,41,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,3/24/2017,53,Moderate,PM2.5,06-077-2010,3
California,San Joaquin,6,77,3/25/2017,39,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,3/26/2017,41,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,3/27/2017,32,Good,Ozone,06-077-1002,3
California,San Joaquin,6,77,3/28/2017,39,Good,Ozone,06-077-1002,3
California,San Joaquin,6,77,3/29/2017,44,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,3/30/2017,44,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,3/31/2017,41,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,4/1/2017,44,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,4/2/2017,55,Moderate,PM2.5,06-077-2010,3
California,San Joaquin,6,77,4/3/2017,47,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,4/4/2017,49,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,4/5/2017,50,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,4/6/2017,46,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,4/7/2017,41,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,4/8/2017,47,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,4/9/2017,43,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,4/10/2017,46,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,4/11/2017,44,Good,Ozone,06-077-3005,3
California,San Joaquin,6,77,4/12/2017,34,Good,Ozone,06-077-1002,3
